#MJD,flux_change_target,flux_target,flux_current_for_recon
54728.5,1.5355450236966823,5.35e-09,2.11e-09
54735.5,2.981308411214953,2.13e-08,5.35e-09
54798.5,0.835680751173709,3.91e-08,2.13e-08
54805.5,3.21994884910486,1.65e-07,3.91e-08
54812.5,-0.84,2.64e-08,1.65e-07
54826.5,2.121212121212121,8.24e-08,2.64e-08
54833.49998842592,1.5606796116504853,2.11e-07,8.24e-08
54847.49998842592,-0.48815165876777245,1.08e-07,2.11e-07
54854.49998842592,1.3611111111111112,2.55e-07,1.08e-07
54889.49998842592,-0.8878431372549019,2.86e-08,2.55e-07
54910.49998842592,5.258741258741258,1.79e-07,2.86e-08
54952.49998842592,-0.43575418994413406,1.01e-07,1.79e-07
54959.49998842592,-0.5683168316831684,4.36e-08,1.01e-07
54966.49998842592,1.9357798165137616,1.28e-07,4.36e-08
55092.49998842592,-0.97515625,3.18e-09,1.28e-07
55218.49998842592,4.849056603773585,1.86e-08,3.18e-09
55225.49998842592,9.107526881720428,1.88e-07,1.86e-08
55260.49998842592,-0.6276595744680851,7e-08,1.88e-07
55274.49998842592,-0.9578571428571429,2.95e-09,7e-08
55309.49998842592,84.42372881355932,2.52e-07,2.95e-09
55316.49998842592,-0.47619047619047616,1.32e-07,2.52e-07
55323.49998842592,-0.9659848484848484,4.49e-09,1.32e-07
55379.49998842592,41.09354120267261,1.89e-07,4.49e-09
55400.49998842592,-0.11111111111111116,1.68e-07,1.89e-07
55470.49998842592,-0.5184523809523809,8.09e-08,1.68e-07
55477.49998842592,0.5203955500618047,1.23e-07,8.09e-08
55484.49998842592,0.6341463414634148,2.01e-07,1.23e-07
55491.49998842592,-0.09452736318407973,1.82e-07,2.01e-07
55519.49998842592,0.23076923076923084,2.24e-07,1.82e-07
55533.49998842592,-0.6049107142857142,8.85e-08,2.24e-07
55547.49998842592,0.8983050847457625,1.68e-07,8.85e-08
55575.49998842592,-0.0357142857142857,1.62e-07,1.68e-07
55596.49998842592,-0.23456790123456783,1.24e-07,1.62e-07
55603.49998842592,0.274193548387097,1.58e-07,1.24e-07
55631.49998842592,-0.5063291139240507,7.8e-08,1.58e-07
55673.49998842592,0.9358974358974359,1.51e-07,7.8e-08
55687.49998842592,-0.6390728476821192,5.45e-08,1.51e-07
55736.49998842592,0.6715596330275231,9.11e-08,5.45e-08
55743.49998842592,0.8660812294182216,1.7e-07,9.11e-08
55757.49998842592,-0.24705882352941166,1.28e-07,1.7e-07
55792.49998842592,0.1640625,1.49e-07,1.28e-07
55799.49998842592,-0.8630872483221477,2.04e-08,1.49e-07
55806.49998842592,1.9362745098039214,5.99e-08,2.04e-08
55841.49998842592,-0.24040066777963276,4.55e-08,5.99e-08
55855.49998842592,3.153846153846154,1.89e-07,4.55e-08
55869.49998842592,-0.49470899470899476,9.55e-08,1.89e-07
55876.49998842592,-0.5664921465968586,4.14e-08,9.55e-08
55883.49998842592,-0.016908212560386437,4.07e-08,4.14e-08
55890.49998842592,6.346437346437347,2.99e-07,4.07e-08
55897.49998842592,-0.8454849498327759,4.62e-08,2.99e-07
55904.49998842592,3.6969696969696972,2.17e-07,4.62e-08
55911.49998842592,-0.36866359447004604,1.37e-07,2.17e-07
55918.49998842592,0.16058394160583944,1.59e-07,1.37e-07
55925.49998842592,0.2767295597484276,2.03e-07,1.59e-07
55932.49998842592,0.024630541871921263,2.08e-07,2.03e-07
55939.49998842592,-0.8745192307692308,2.61e-08,2.08e-07
55946.49998842592,2.8697318007662838,1.01e-07,2.61e-08
55974.49998842592,0.9306930693069306,1.95e-07,1.01e-07
55981.49998842592,-0.8051282051282052,3.8e-08,1.95e-07
55995.49998842592,3.6315789473684204,1.76e-07,3.8e-08
56002.49998842592,0.5795454545454546,2.78e-07,1.76e-07
56009.49998842592,-0.15467625899280568,2.35e-07,2.78e-07
56016.49998842592,-0.3191489361702128,1.6e-07,2.35e-07
56023.49998842592,0.16874999999999996,1.87e-07,1.6e-07
56030.49998842592,-0.6026737967914438,7.43e-08,1.87e-07
56044.49998842592,0.9919246298788695,1.48e-07,7.43e-08
56051.49998842592,-0.4209459459459459,8.57e-08,1.48e-07
56058.49998842592,0.7502917152858808,1.5e-07,8.57e-08
56065.49998842592,-0.07333333333333336,1.39e-07,1.5e-07
56072.49998842592,-0.237410071942446,1.06e-07,1.39e-07
56079.49998842592,0.7547169811320755,1.86e-07,1.06e-07
56086.49998842592,-0.6548387096774193,6.42e-08,1.86e-07
56100.49998842592,1.3676012461059188,1.52e-07,6.42e-08
56107.49998842592,0.11842105263157876,1.7e-07,1.52e-07
56114.499976851854,-0.3058823529411764,1.18e-07,1.7e-07
56135.499976851854,-0.24661016949152548,8.89e-08,1.18e-07
56142.499976851854,-0.9418447694038246,5.17e-09,8.89e-08
56156.499976851854,1.5918762088974852,1.34e-08,5.17e-09
56205.499976851854,12.955223880597016,1.87e-07,1.34e-08
56240.499976851854,-0.5117647058823529,9.13e-08,1.87e-07
56275.499976851854,-0.8378970427163198,1.48e-08,9.13e-08
56282.499976851854,9.472972972972972,1.55e-07,1.48e-08
56331.499976851854,0.10322580645161294,1.71e-07,1.55e-07
56338.499976851854,0.10526315789473695,1.89e-07,1.71e-07
56401.499976851854,-0.4941798941798943,9.56e-08,1.89e-07
56436.499976851854,1.1443514644351467,2.05e-07,9.56e-08
56450.499976851854,-0.448780487804878,1.13e-07,2.05e-07
56471.499976851854,0.6371681415929202,1.85e-07,1.13e-07
56527.499976851854,-0.4,1.11e-07,1.85e-07
56548.499976851854,0.3873873873873874,1.54e-07,1.11e-07
56716.499976851854,1.0779220779220777,3.2e-07,1.54e-07
56737.499976851854,-0.565625,1.39e-07,3.2e-07
56751.499976851854,0.11510791366906492,1.55e-07,1.39e-07
56793.499976851854,-0.2129032258064516,1.22e-07,1.55e-07
56863.499976851854,-0.8213114754098361,2.18e-08,1.22e-07
56919.499976851854,6.660550458715596,1.67e-07,2.18e-08
56926.499976851854,-0.855688622754491,2.41e-08,1.67e-07
56982.499976851854,5.0995850622406635,1.47e-07,2.41e-08
57087.499976851854,0.17006802721088432,1.72e-07,1.47e-07
57136.499976851854,-0.9063953488372093,1.61e-08,1.72e-07
57164.499976851854,5.770186335403727,1.09e-07,1.61e-08
57185.499976851854,0.5504587155963303,1.69e-07,1.09e-07
57241.49996527778,0.11242603550295849,1.88e-07,1.69e-07
57297.49996527778,-0.7015957446808511,5.61e-08,1.88e-07
57353.49996527778,1.2103386809269163,1.24e-07,5.61e-08
57381.49996527778,-0.9854032258064516,1.81e-09,1.24e-07
57388.49996527778,1.6795580110497235,4.85e-09,1.81e-09
57402.49996527778,37.76288659793815,1.88e-07,4.85e-09
57444.49996527778,-0.46808510638297873,1e-07,1.88e-07
57542.49996527778,-0.11699999999999988,8.83e-08,1e-07
57626.49996527778,0.44960362400905995,1.28e-07,8.83e-08
57710.49996527778,0.4453125,1.85e-07,1.28e-07
57850.4999537037,-0.8794594594594595,2.23e-08,1.85e-07
57899.4999537037,-0.6923766816143497,6.86e-09,2.23e-08
57913.4999537037,8.300291545189506,6.38e-08,6.86e-09
57934.4999537037,0.44200626959247646,9.2e-08,6.38e-08
57941.4999537037,-0.8304347826086956,1.56e-08,9.2e-08
57976.4999537037,-0.6602564102564102,5.3e-09,1.56e-08
57997.4999537037,22.39622641509434,1.24e-07,5.3e-09
58018.4999537037,-0.979758064516129,2.51e-09,1.24e-07
58123.4999537037,33.50199203187251,8.66e-08,2.51e-09
58151.4999537037,-0.5311778290993071,4.06e-08,8.66e-08
58158.4999537037,-0.06896551724137923,3.78e-08,4.06e-08
58165.4999537037,2.333333333333333,1.26e-07,3.78e-08
58172.4999537037,-0.9857936507936508,1.79e-09,1.26e-07
58256.4999537037,12066.039106145252,2.16e-05,1.79e-09
58270.4999537037,-0.9889351851851852,2.39e-07,2.16e-05
58298.4999537037,-0.9857740585774059,3.4e-09,2.39e-07
58333.4999537037,63.117647058823536,2.18e-07,3.4e-09
58396.4999537037,-0.536697247706422,1.01e-07,2.18e-07
58403.4999537037,380.18811881188117,3.85e-05,1.01e-07
58424.4999537037,-0.9906753246753247,3.59e-07,3.85e-05
58438.4999537037,-0.9936211699164346,2.29e-09,3.59e-07
58550.4999537037,25806.860262008733,5.91e-05,2.29e-09
58641.4999537037,-0.9996548223350253,2.04e-08,5.91e-05
58655.4999537037,7.137254901960784,1.66e-07,2.04e-08
58683.4999537037,-0.20481927710843384,1.32e-07,1.66e-07
58760.4999537037,0.05303030303030298,1.39e-07,1.32e-07
58781.4999537037,24.035971223021587,3.48e-06,1.39e-07
58795.4999537037,-0.9419540229885057,2.02e-07,3.48e-06
58823.4999537037,-0.1831683168316831,1.65e-07,2.02e-07
58830.4999537037,0.909090909090909,3.15e-07,1.65e-07
58851.4999537037,-0.8146031746031746,5.84e-08,3.15e-07
58914.4999537037,-0.565068493150685,2.54e-08,5.84e-08
58921.4999537037,8.173228346456694,2.33e-07,2.54e-08
58928.4999537037,-0.9742918454935622,5.99e-09,2.33e-07
58949.4999537037,39.56761268781302,2.43e-07,5.99e-09
58956.4999537037,1.0781893004115228,5.05e-07,2.43e-07
58963.4999537037,-0.6712871287128713,1.66e-07,5.05e-07
58970.4999537037,-0.758433734939759,4.01e-08,1.66e-07
59005.4999537037,7131.16957605985,0.000286,4.01e-08
59012.4999537037,-0.999548951048951,1.29e-07,0.000286
59026.4999537037,1.116279069767442,2.73e-07,1.29e-07
59082.4999537037,-0.717948717948718,7.7e-08,2.73e-07
59103.4999537037,-0.9436363636363636,4.34e-09,7.7e-08
59110.4999537037,47.156682027649765,2.09e-07,4.34e-09
59138.4999537037,7.181818181818182,1.71e-06,2.09e-07
59166.4999537037,-0.9538011695906433,7.9e-08,1.71e-06
59173.4999537037,0.8860759493670884,1.49e-07,7.9e-08
59194.4999537037,-0.261744966442953,1.1e-07,1.49e-07
59271.4999537037,0.2545454545454544,1.38e-07,1.1e-07
59278.4999537037,-0.02898550724637672,1.34e-07,1.38e-07
59292.4999537037,66491.53731343283,0.00891,1.34e-07
59383.4999537037,-0.9999803591470258,1.75e-07,0.00891
59404.4999537037,0.0971428571428572,1.92e-07,1.75e-07
59411.4999537037,-0.125,1.68e-07,1.92e-07
59418.4999537037,-0.1785714285714286,1.38e-07,1.68e-07
59453.4999537037,0.0,1.38e-07,1.38e-07
59467.4999537037,0.050724637681159424,1.45e-07,1.38e-07
59495.4999537037,0.07586206896551739,1.56e-07,1.45e-07
59509.4999537037,0.3717948717948718,2.14e-07,1.56e-07
59530.4999537037,3.0981308411214954,8.77e-07,2.14e-07
59537.4999537037,-0.7137970353477765,2.51e-07,8.77e-07
59579.4999537037,-0.9674501992031872,8.17e-09,2.51e-07
59586.4999537037,106.83353733170135,8.81e-07,8.17e-09
59698.4999537037,-0.4370034052213394,4.96e-07,8.81e-07
59705.4999537037,-0.1088709677419355,4.42e-07,4.96e-07
59754.4999537037,-0.6764705882352942,1.43e-07,4.42e-07
59761.4999537037,-0.9423076923076923,8.25e-09,1.43e-07
59803.4999537037,19.606060606060606,1.7e-07,8.25e-09
59880.4999537037,-0.33529411764705874,1.13e-07,1.7e-07
59887.4999537037,0.8584070796460177,2.1e-07,1.13e-07
59901.4999537037,3.147619047619048,8.71e-07,2.1e-07
59908.4999537037,-0.8140068886337544,1.62e-07,8.71e-07
59978.4999537037,-0.30246913580246904,1.13e-07,1.62e-07
59992.4999537037,-0.46902654867256643,6e-08,1.13e-07
60020.4999537037,3.3500000000000005,2.61e-07,6e-08
60076.4999537037,-0.4061302681992338,1.55e-07,2.61e-07
60090.4999537037,-0.7212903225806451,4.32e-08,1.55e-07
60139.4999537037,3.2592592592592595,1.84e-07,4.32e-08
60230.4999537037,-0.2065217391304347,1.46e-07,1.84e-07
60237.4999537037,-0.10273972602739734,1.31e-07,1.46e-07
60244.4999537037,-0.979618320610687,2.67e-09,1.31e-07
60258.4999537037,264.54307116104866,7.09e-07,2.67e-09
60272.4999537037,0.1043723554301832,7.83e-07,7.09e-07
60279.4999537037,-0.8237547892720307,1.38e-07,7.83e-07
60293.4999537037,-0.9844202898550725,2.15e-09,1.38e-07
60300.4999537037,19.372093023255818,4.38e-08,2.15e-09
60356.4999537037,1.8538812785388123,1.25e-07,4.38e-08
60384.4999537037,0.15999999999999992,1.45e-07,1.25e-07
60391.4999537037,0.1586206896551725,1.68e-07,1.45e-07
60405.4999537037,18.821428571428573,3.33e-06,1.68e-07
60433.4999537037,-0.8324324324324324,5.58e-07,3.33e-06
60440.4999537037,0.04659498207885315,5.84e-07,5.58e-07
60475.4999537037,-0.9920376712328767,4.65e-09,5.84e-07
60496.4999537037,12.18279569892473,6.13e-08,4.65e-09
60503.4999537037,1.4959216965742255,1.53e-07,6.13e-08
60510.4999537037,-0.6529411764705882,5.31e-08,1.53e-07
60531.4999537037,0.5630885122410547,8.3e-08,5.31e-08
60566.4999537037,1.2650602409638552,1.88e-07,8.3e-08
60594.4999537037,0.5691489361702127,2.95e-07,1.88e-07
60615.4999537037,0.28135593220339006,3.78e-07,2.95e-07
60636.4999537037,2.8095238095238093,1.44e-06,3.78e-07
60643.4999537037,-0.9448611111111112,7.94e-08,1.44e-06
60741.4999537037,-0.7808564231738035,1.74e-08,7.94e-08
60748.4999537037,8.13793103448276,1.59e-07,1.74e-08
60790.4999537037,12.270440251572326,2.11e-06,1.59e-07
60797.4999537037,-0.9104265402843602,1.89e-07,2.11e-06
60825.4999537037,-0.28042328042328046,1.36e-07,1.89e-07
60923.4999537037,-0.125,1.19e-07,1.36e-07
60930.4999537037,-0.4512605042016806,6.53e-08,1.19e-07
60937.4999537037,0.8070444104134764,1.18e-07,6.53e-08
60979.4999537037,16.033898305084744,2.01e-06,1.18e-07
61007.4999537037,-0.6920398009950248,6.19e-07,2.01e-06
